categorical_feature_1,categorical_feature_2,numerical_feature_1,numerical_feature_2,target
category_1,object_category_8,0.6001551094437318,1.9630405976260668,1
category_7,object_category_7,0.9029502367884655,0.9864396691067432,1
category_10,object_category_2,-2.173859513466506,-0.8330646810055585,0
category_7,object_category_7,0.37328194730078607,1.7860651751403958,1
category_1,object_category_10,-1.2441232126061044,-2.1979749225685667,1
category_6,object_category_12,1.1004066655595994,-0.1214398755600318,1
nan,object_category_13,-1.53192494136521,0.4687035655465763,0
category_14,object_category_4,-0.9886694816386586,-0.5153043188941817,1
nan,object_category_3,-0.6848968247936245,0.3164505817009863,1
category_13,object_category_5,-0.47574045088289413,-1.004547063340118,1
category_6,object_category_3,0.431573644467923,-0.0880871823806471,0
nan,object_category_9,-0.7130821109408183,0.3635154542452112,1
nan,object_category_6,-0.6543855215616896,0.3105447345539469,0
nan,object_category_12,-0.6792043912983063,0.36843322138391493,1
category_4,object_category_12,-0.13174935993734618,-1.0634987368859805,0
category_2,object_category_11,1.2910958432196868,1.1989930858524436,1
nan,object_category_1,-0.5392932106787622,1.437659900385895,1
category_5,object_category_2,1.1749398881070119,-1.18815828801737,0
category_9,object_category_4,0.6490538659810342,1.5445587803247904,0
nan,object_category_14,-2.416436662299469,1.9843148775656214,1
nan,object_category_10,-1.5296845147755775,1.3782841447135918,1
nan,object_category_14,1.3763686408024773,1.7315568635455556,0
category_5,object_category_5,-1.5499664550201464,1.363624550549362,1
nan,object_category_10,-0.33073567154711636,-0.9313625155915377,0
nan,object_category_1,0.1043878599170651,0.9129341953268987,0
category_14,object_category_5,-0.1563427313434714,-1.6433553161534638,0
category_9,object_category_7,1.3631204260406529,-0.5658042362730152,1
category_4,object_category_3,0.9221096957749441,1.0561720308240936,1
nan,object_category_5,-0.8831275859717896,0.20100979006459851,1
nan,object_category_6,-1.3216157895266867,-0.2813995872648474,0
category_8,object_category_13,1.4918021608103686,0.1167012538154169,0
nan,object_category_5,1.26010149283542,-1.1379485877522406,0
nan,object_category_0,-0.371327689599627,-1.005653983538297,0
nan,object_category_7,0.49419436199626743,-0.300660133047294,1
category_0,object_category_6,0.7417868780407281,0.24738682982580737,1
nan,object_category_3,-0.9963032065156575,-2.209146803294106,0
nan,object_category_14,-0.21092975141698153,0.7949547414070275,0
nan,object_category_1,-0.403015857757781,-1.3776646142840665,1
nan,object_category_2,-0.44500439657957547,0.06730111258711374,0
category_13,object_category_3,-0.1709901705993299,0.6551922194309734,1
nan,object_category_14,0.4553846741172876,-0.04018291073801525,1
category_11,object_category_7,0.6875850298325106,-0.06979341387394973,1
nan,object_category_1,1.4845413144191169,0.9036519800740676,1
category_2,object_category_10,0.4008665625511455,1.1375059398388716,1
category_11,object_category_7,0.4102075362242772,-0.6320095473536053,0
category_11,object_category_11,0.4568770887935779,1.4874161369557675,1
nan,object_category_13,-1.2541902090781762,0.3993859603556347,0
category_8,object_category_10,1.31383066351428,0.391977010495139,0
category_11,object_category_1,-1.63582517026403,0.417795961631493,0
nan,object_category_13,0.014942610763881975,0.32380666925790813,0
nan,object_category_13,0.04981473306086435,0.07831455244784212,1
nan,object_category_5,1.48956051575736,1.1754820315086378,1
category_13,object_category_11,0.31251921739929767,-0.5074144619028463,0
nan,object_category_2,-1.4102759028319032,0.8715765258622059,1
nan,object_category_12,-0.476644365580233,1.2198759455251196,0
nan,object_category_3,-1.9374160222906742,1.8499151896110886,1
category_14,object_category_7,0.6749198909439204,-0.5700167249232339,1
category_5,object_category_12,-0.4979248747387032,0.6625838074812214,1
nan,object_category_3,-0.8204821235497987,0.5075752824380979,0
category_7,object_category_3,-0.6920692630197127,1.232255040676979,0
nan,object_category_13,1.7148684357147106,0.1581548906709439,1
category_1,object_category_5,0.45879525223834333,0.8809307730197148,1
category_10,object_category_11,0.1035420380176073,-0.07042834383969797,0
nan,object_category_8,-0.48222966480039237,0.705877017128078,1
category_1,object_category_8,-0.4536582164887267,-0.4899776893656768,0
category_11,object_category_12,0.5379864457235529,0.01236132843526706,1
category_2,object_category_12,-0.16608586151231922,0.9629596059447092,0
nan,object_category_4,-1.5017723873786515,0.5247721937384776,0
nan,object_category_7,-0.7586657660612165,0.7860772635806762,1
category_6,object_category_0,2.2017094854430868,-0.9102319547322788,1
nan,object_category_2,0.04473698059724046,-0.7469974716266214,1
nan,object_category_13,-1.4823172961951094,0.6531145415551155,0
nan,object_category_6,1.2212170661866684,0.503501053935333,1
category_4,object_category_9,-1.5810276523471403,-0.09261005215906715,1
category_11,object_category_5,-0.5108833602953176,-0.9515443573548131,0
nan,object_category_4,1.107131455966719,0.8487454530179187,1
category_14,object_category_13,-1.0169875411241631,1.99252183082405,0
category_11,object_category_13,0.9323889300754917,-0.6848080329887083,1
category_7,object_category_8,-0.43934172237690655,0.9961844474100715,1
nan,object_category_11,0.5773571526774826,-0.4677245187002967,1
category_11,object_category_5,0.09724831512295345,1.08249330422511,1
nan,object_category_7,0.5251002450472791,-0.06080144016413195,1
category_9,object_category_10,1.0076054769208735,0.5840038344818828,0
nan,object_category_3,-1.1460875498475256,-0.9414297810140526,1
category_12,object_category_10,-0.6352168775676632,0.3193937185306987,0
nan,object_category_11,0.12799023045966418,0.0733974209260556,1
nan,object_category_14,1.4049522369829202,0.18600210028751896,0
category_10,object_category_10,1.2022908831812011,1.5435113594116703,1
category_11,object_category_5,-0.08006524119904736,0.020156350943123926,1
nan,object_category_7,-0.5712973029043396,0.5237968548609351,0
category_5,object_category_14,-1.5282351154604599,-0.1309614458602733,1
category_4,object_category_9,0.49982437054673273,0.06123506113358676,0
nan,object_category_14,-1.3851719198988617,-0.9475147874361199,0
category_5,object_category_6,-0.5719775875982649,1.0407579784096703,1
nan,object_category_1,1.368549182803794,-0.2672567998653227,0
category_8,object_category_9,1.957980137261987,0.8792103519829045,1
category_12,object_category_2,-1.852605799623727,0.268948376484529,0
nan,object_category_13,0.6229705290076247,-0.4970175064602623,0
category_12,object_category_0,-0.3169827068165148,0.4353909937341297,0
category_12,object_category_10,-0.48156252179788317,0.7646982785237798,1
nan,object_category_8,-0.0746338582831571,1.6067186332724714,0
nan,object_category_6,0.3212513510900808,0.8809882014007514,1
nan,object_category_11,1.104880182107199,-0.29386905892498727,1
category_4,object_category_8,-0.300739365576016,-0.27715707864462374,1
nan,object_category_7,-0.26187741427779737,-0.5506440630941193,1
nan,object_category_8,-0.9021228339523202,-0.8255535510930729,1
category_11,object_category_11,0.028028658668969007,1.709691840913977,0
category_12,object_category_5,-0.5192679639910932,-0.9493481874687131,0
nan,object_category_1,-1.2580219437533777,1.3735671041695516,1
category_7,object_category_3,0.15420164581662615,-1.213190287044112,1
category_2,object_category_0,-0.14680793215179852,0.39103385313063466,1
category_4,object_category_10,1.1858204484126489,-0.2499008625374463,0
category_9,object_category_1,-0.39922352681934764,-1.0870891065660435,0
nan,object_category_12,0.5403523445926935,0.7618814435004233,0
category_4,object_category_8,0.8470530935607017,0.8384783656556035,1
nan,object_category_10,-1.1504101192074534,-0.5561497088186401,1
category_6,object_category_10,-0.40413592007278404,-1.34242546307501,1
category_11,object_category_0,0.5118631981112349,0.213284347995263,1
nan,object_category_7,-0.26161918908406884,-1.9805230008675498,0
category_3,object_category_14,0.041152601743693694,-1.7481621164049816,1
nan,object_category_2,0.5217969730463038,-0.3457848619580602,1
nan,object_category_2,-1.8366128575536638,-0.12441598790970844,1
nan,object_category_14,0.29044480830785496,0.9526199196769152,1
category_2,object_category_14,0.8902436658912949,1.2680092005343186,1
nan,object_category_7,0.17685787246686432,1.4139293470783965,0
category_10,object_category_9,-0.8024571311988037,1.0549414883292123,0
category_9,object_category_9,0.8366294075474565,0.6155201442870146,1
category_9,object_category_3,0.8621584777126413,-1.986885075028336,0
nan,object_category_1,0.8107683378848728,-1.381920800131639,0
category_14,object_category_4,0.5555368754632645,-0.45320085313226005,1
category_12,object_category_12,0.8054840716781286,0.5976368354056967,1
nan,object_category_7,-1.3275502001765078,-0.9767198982578124,1
category_11,object_category_8,-0.43215921642058513,-0.8540257538410346,1
category_4,object_category_7,0.20567641190069702,-0.010501918314370848,0
nan,object_category_13,-0.14623438441495054,0.3042418334777283,0
category_10,object_category_12,0.519855117158304,-0.07204456786793667,0
nan,object_category_4,1.1019949365735118,1.1339263640481498,1
nan,object_category_9,-0.3930971011614001,0.7263051874338262,1
category_13,object_category_1,0.5758558833663855,-1.1599919802588463,0
nan,object_category_8,0.09749105310799137,-1.4933070465517955,1
nan,object_category_3,-2.050474734341779,0.06692036732725155,1
category_13,object_category_13,0.3413729039297814,0.3191297042779398,0
category_5,object_category_9,0.3461305037855661,0.9264905973685921,1
nan,object_category_14,1.7920701271264567,1.20336881449663,1
category_13,object_category_3,-0.21021066325404375,1.56341310741554,1
nan,object_category_1,0.6644370965754457,0.1220962744750689,0
category_11,object_category_12,0.16969705928169404,0.6353104312830443,1
nan,object_category_13,1.0744297565161325,-0.2708262918188745,1
nan,object_category_0,0.10876344256743406,0.9126927037493139,0
nan,object_category_5,0.1520839739721635,-0.5404643820542869,0
category_2,object_category_6,0.033794152859600406,-1.4206727617926604,1
category_7,object_category_1,0.2846625668765915,-0.12351264609109025,1
nan,object_category_11,-1.7743089441381088,0.4281306398411813,1
category_3,object_category_9,0.46194841401921666,1.4632602033906656,1
category_10,object_category_7,-0.0018228144222957937,0.6339392246963622,1
nan,object_category_10,-1.4842693825968316,2.1658629987467957,1
nan,object_category_4,1.8217411700077413,-2.346041424787145,0
category_8,object_category_13,0.8996562376154739,1.6987743415831729,1
nan,object_category_6,1.6192218596730235,-1.3539076372028056,1
category_1,object_category_11,0.3264339398334137,0.15889007614068978,1
nan,object_category_7,1.0915475534501062,0.5042647845452748,1
nan,object_category_2,-0.9723730457563035,-1.0727120036233175,1
category_11,object_category_13,1.500071054323955,0.4761841726559732,1
category_9,object_category_14,1.1592740998985471,-0.6939808647507745,1
nan,object_category_6,0.00990963852882798,2.0044755059258375,1
category_6,object_category_3,0.2966787841939781,-0.4338561950349916,1
nan,object_category_4,-1.0943388013329158,-0.9519273533835653,1
category_13,object_category_6,-0.42693262008573085,-0.7157534630321297,1
nan,object_category_11,-1.353728488095411,-0.3452171643431234,0
category_12,object_category_5,-2.298208300035134,0.9230112460284731,1
category_8,object_category_7,-0.6953755861731,2.3841890975949616,1
category_5,object_category_14,-0.1598386726442869,0.9528927961543039,1
nan,object_category_12,0.5167941184790146,2.7082313874384942,1
category_12,object_category_13,-1.796241255645973,0.11876892541195093,1
nan,object_category_12,-0.32154358512235964,0.37788547880114554,1
category_10,object_category_9,0.31139102474502645,-0.2554001572060553,0
nan,object_category_14,-0.6127052486666456,-1.327586474735209,0
nan,object_category_5,-0.6012957160546248,0.47400644621751536,1
nan,object_category_14,1.1940484664187843,0.5706972113672186,1
category_6,object_category_13,-0.37214348753682597,0.06402614803155376,0
category_4,object_category_1,1.3805803705639872,-0.4853239021067667,1
category_6,object_category_3,0.8773589582728781,0.771585683794527,0
nan,object_category_13,0.5278993361766804,-0.24926681458183952,0
category_4,object_category_2,0.636430001198138,0.41268875724430326,1
category_12,object_category_6,0.3256064061466271,-0.30528367352411584,0
nan,object_category_2,1.168034576001662,-0.1932895376771305,0
category_7,object_category_6,-0.10616315702957141,-0.3023461384789775,0
category_10,object_category_7,1.2118484431407783,0.3567764770119409,0
category_1,object_category_11,0.36761949128786625,1.0546415920989813,0
category_6,object_category_1,0.053362952583386865,0.7595574759063136,1
nan,object_category_8,0.29815217579295333,-0.15290797460316333,0
nan,object_category_9,0.9701100150412357,-0.3531493395348714,0
category_0,object_category_1,-1.1625077971491042,1.7318974647065417,1
category_2,object_category_3,0.7217360477812662,-0.3772988559272743,0
category_5,object_category_13,1.113610116192623,-0.5683176604704213,1
category_12,object_category_9,-0.879307451248368,0.47647531408629373,0
nan,object_category_2,0.8665253770337293,-0.588826856292587,1
nan,object_category_1,0.9795060331824593,-0.5177800532893917,0
category_10,object_category_13,0.47619880619067456,1.0209310651815633,1
category_10,object_category_3,1.875997595898874,0.6168963501460273,1
category_1,object_category_13,0.0390863801852896,0.8371071504832235,1
category_0,object_category_5,-0.07993428626629051,0.7595773648383982,1
category_13,object_category_6,0.767249656598693,-0.9236229998953258,0
category_1,object_category_10,1.8029258719646288,0.2891631120884517,0
category_4,object_category_8,-1.4290388924629107,0.5984657632477487,0
category_8,object_category_11,1.2036475735113366,-0.7661845845310563,0
nan,object_category_9,0.3346945965613996,2.021882508485195,1
nan,object_category_11,0.7861038423465276,-0.9666713138661552,1
nan,object_category_8,-0.5599967999693566,1.8742163172161843,0
nan,object_category_1,2.8083879582826796,-0.06412879993445876,1
nan,object_category_1,-1.7800953818153002,0.8077952491762027,1
nan,object_category_2,-1.6243235123954474,-0.5374264316063904,0
nan,object_category_4,-0.31387622778002167,-1.0404463596998361,0
nan,object_category_2,-1.0040812289947771,1.7655278251239324,0
nan,object_category_13,0.09286869728642849,1.4316868668435434,0
category_9,object_category_14,-0.4180294940571648,0.28811972148446396,0
nan,object_category_10,-1.283989710847072,1.850221287575027,0
category_4,object_category_6,0.5266980841779564,-0.3670747108688756,1
category_11,object_category_2,2.1540479417523146,-1.2913824330193144,0
category_1,object_category_13,-1.5358488080590988,-0.49269193533669475,0
category_11,object_category_1,0.4802178115950958,-0.21700705720363195,0
nan,object_category_1,-1.5799556957492034,0.6928103962774558,0
category_0,object_category_12,-0.6371629130727089,1.113517712037577,1
category_3,object_category_8,-1.452782560633626,-1.6636270520617387,0
nan,object_category_11,0.33459466470441657,0.6454100023949852,0
category_11,object_category_5,-0.965184799739491,-0.08942532589833606,1
category_5,object_category_2,0.0023161414451416304,-1.1562425502125944,1
nan,object_category_8,-1.1276500292391078,-0.7554728864615374,0
category_4,object_category_4,0.085249070326565,-0.4303227871022266,0
category_1,object_category_3,2.4753189501314146,-0.4218398697637754,1
nan,object_category_14,-0.7153927277375798,1.6639016066162242,0
category_6,object_category_11,0.9894625671159796,0.30037134422232104,1
nan,object_category_8,-0.02302602645852187,1.2508755348111715,0
nan,object_category_4,0.7971984004793612,1.1125760842308363,1
category_7,object_category_9,-0.20608073210952907,2.2203914683377937,1
category_2,object_category_0,-0.36682509761822296,-0.07939658964682936,1
category_10,object_category_1,-0.4955980948734635,-0.004444019987474638,0
category_3,object_category_11,1.0014966388876525,-0.7212490549897856,1
category_11,object_category_1,0.8508642242742717,2.2322550199354554,1
nan,object_category_10,-1.1779342246719846,-0.39390070326124954,0
nan,object_category_3,-0.9382509109044578,1.5223411099192625,0
category_8,object_category_3,0.13217958000244584,-0.16863569921447397,1
nan,object_category_10,-1.2419782972369031,0.5699260828604639,1
category_3,object_category_5,0.9676225795797412,0.3736922775747123,1
nan,object_category_3,-0.12035505953026984,-1.7414975718699595,0
nan,object_category_13,-0.7538514997425756,0.7109727517072311,1
category_0,object_category_1,0.7159391089258443,1.4553090991066406,1
nan,object_category_9,-0.5585553837826853,0.7967519806228898,0
nan,object_category_10,1.5374399834693517,1.1828505336690578,1
category_6,object_category_4,0.8051098672170274,-0.23863823800969527,1
nan,object_category_4,-0.5510213505229749,0.4123007665105682,0
category_10,object_category_4,0.017849279136997902,0.5235559623054703,1
nan,object_category_11,1.3175857114330545,0.6537321664527163,0
nan,object_category_9,-1.1056427058998965,-0.3704438869764806,1
category_5,object_category_6,1.3452649851874967,-0.4694531772209632,0
nan,object_category_9,1.5605517301612608,-0.6137891063560303,1
nan,object_category_4,-0.38159103598560706,0.26491238904923553,0
category_7,object_category_12,-0.6250039233597793,-0.4249488421448832,1
category_12,object_category_8,0.08546674757027699,0.5659531723395305,1
category_4,object_category_1,-2.009200509751484,-1.3167553361375341,1
category_6,object_category_10,1.7047033385593453,-0.24576463730655868,0
nan,object_category_11,0.09569612685947092,0.062066381131226686,1
nan,object_category_12,-0.2896389283924025,2.159957682607986,1
category_0,object_category_11,-0.39623872222338186,0.5484492437312529,1
nan,object_category_2,-0.672791719164918,-1.7789499278129626,0
nan,object_category_14,-1.4558953518673932,1.3703945480077278,0
nan,object_category_3,0.9155194909132452,-0.34579309503160977,0
category_5,object_category_12,-1.178856244859482,-0.12719535921929018,1
nan,object_category_4,1.1722233868540077,0.20204789859533023,1
category_6,object_category_6,-0.03800362552702664,-1.2228617109933375,0
nan,object_category_11,-0.7094829751139938,-0.8975423430433214,1
category_11,object_category_9,0.943414284245914,1.4835488965902897,1
nan,object_category_1,0.7951197558546339,0.3289468836760062,1
nan,object_category_4,0.3591136248744702,-2.5355159317430473,0
category_3,object_category_14,-0.3965303033902398,0.9008960804614711,1
nan,object_category_12,0.4800764791896026,-1.1191354311690538,1
nan,object_category_12,0.9768667558769359,0.590952356230138,0
category_14,object_category_6,2.083439139407935,0.5438846407877852,1
category_9,object_category_2,-0.0817380801606913,-0.4827704058723881,0
category_2,object_category_0,0.7827238786088198,-0.0039003889697550817,0
category_10,object_category_12,-0.6567979704007196,-1.8420704505656678,0
category_0,object_category_2,1.9898821356342378,-2.0192701781903573,1
category_3,object_category_4,0.17531188462331662,-0.35063505071819406,1
nan,object_category_1,-1.0647543846077012,0.5178654492000667,0
nan,object_category_8,-0.26317271767925593,1.2820356539317461,0
nan,object_category_11,-1.2005425378307029,0.8753399769811684,1
nan,object_category_14,0.27853691047739126,0.01892026617738397,1
nan,object_category_8,-0.20619073064024207,-1.1844301569896207,1
nan,object_category_12,1.198323704465935,-0.7594427386767971,0
category_12,object_category_2,3.074241813470965,0.22897890392096373,1
category_13,object_category_14,0.46521122933291786,-0.14233818385331978,0
category_5,object_category_8,-1.1066872892784048,0.22810837754844804,0
nan,object_category_7,-2.182836004235632,-1.3615350574279064,1
nan,object_category_9,1.7114437008342898,1.8685248359038276,0
nan,object_category_12,-1.29307828433734,0.5469298649408437,1
nan,object_category_1,-0.18479082602276345,-2.4421540724568462,0
category_13,object_category_3,-0.18068893325252036,-0.21185102534910868,0
nan,object_category_9,0.41593455949811214,0.9855696776521574,0
category_2,object_category_6,-1.2907946295060304,0.290790701758936,1
category_8,object_category_12,-2.452458608296102,-0.7994823148042939,1
nan,object_category_5,-1.5204479328174996,-0.20384150042770183,1
category_1,object_category_11,0.2556312084181097,-0.567528890910719,1
nan,object_category_5,0.15141750939005624,-1.4204424724528528,1
